timestamp,run_tag,horizon_hours,model,feature,importance,is_weather
2026-07-25T13:17:08,,24,xgboost,no2,0.0187161862850189,False
2026-07-25T13:17:08,,24,xgboost,o3_lag1h,0.018679728731513,False
2026-07-25T13:17:08,,24,xgboost,Relative humidity,0.0177668966352939,True
2026-07-25T13:17:08,,24,xgboost,Dew-point temperature,0.017404856160283,True
2026-07-25T13:17:08,,24,xgboost,o3_roll24h_mean,0.0172919929027557,False
2026-07-25T13:17:08,,24,xgboost,no2_lag24h,0.0171488393098115,False
2026-07-25T13:17:08,,24,xgboost,Air temperature,0.0166318491101264,True
2026-07-25T13:17:08,,24,xgboost,o3,0.0160440057516098,False
2026-07-25T13:17:08,,24,xgboost,dow_cos,0.0143806403502821,False
2026-07-25T13:17:08,,24,xgboost,no2_lag2h,0.0139108980074524,False
2026-07-25T13:17:08,,24,xgboost,no2_roll6h_mean,0.0126211065798997,False
2026-07-25T13:17:08,,24,xgboost,no2_roll24h_mean,0.0125892516225576,False
2026-07-25T13:17:08,,24,xgboost,pm25_lag3h,0.0125025110319256,False
2026-07-25T13:17:08,,24,xgboost,Gust speed,0.0121649364009499,True
2026-07-25T13:17:08,,24,xgboost,pm10,0.011964863166213,False
2026-07-25T13:17:08,,24,xgboost,o3_lag24h,0.011677848175168,False
2026-07-25T13:17:08,,24,xgboost,pm25_lag6h,0.0106320278719067,False
2026-07-25T13:17:08,,24,xgboost,no2_lag3h,0.0104693174362182,False
2026-07-25T13:17:08,,24,xgboost,pm10_lag24h,0.0102988732978701,False
2026-07-25T13:17:08,,24,xgboost,o3_roll6h_mean,0.0100921634584665,False
2026-07-25T13:17:08,,24,xgboost,pm10_lag1h,0.0099726067855954,False
2026-07-25T13:17:08,,24,xgboost,o3_lag2h,0.0097457338124513,False
2026-07-25T13:17:08,,24,xgboost,no2_lag1h,0.009726739488542,False
2026-07-25T13:17:08,,24,xgboost,pm10_roll6h_mean,0.0093855177983641,False
2026-07-25T13:17:08,,24,xgboost,pm10_lag6h,0.0085851522162556,False
2026-07-25T13:17:08,,24,xgboost,Wind speed,0.0080997599288821,True
2026-07-25T13:17:08,,24,xgboost,Horizontal visibility,0.0079596182331442,True
2026-07-25T13:17:08,,24,xgboost,Present weather (auto),0.0070048812776803,True
2026-07-25T13:17:08,,24,xgboost,pm10_lag2h,0.0062407501973211,False
2026-07-25T13:17:08,,24,xgboost,pm10_lag3h,0.0054194517433643,False
2026-07-25T13:17:08,,24,xgboost,o3_lag6h,0.0053210072219371,False
2026-07-25T13:17:08,,24,xgboost,no2_lag6h,0.0052650799043476,False
2026-07-25T13:17:08,,24,xgboost,o3_lag3h,0.0047185407020151,False
2026-07-25T13:17:08,,24,xgboost,pm10_roll3h_mean,0.0044155740179121,False
2026-07-25T13:17:08,,24,xgboost,hour_cos,0.003279922530055,False
2026-07-25T13:17:08,,24,xgboost,Precipitation intensity,0.0032362227793782,True
2026-07-25T13:17:08,,24,xgboost,Precipitation amount,0.0027880687266588,True
2026-07-25T13:17:08,,24,xgboost,hour_sin,0.000666722364258,False
2026-07-25T13:55:57,,24,random_forest,pm25_roll24h_mean,0.1178245415663564,False
2026-07-25T13:55:57,,24,random_forest,pm25,0.076590901655927,False
2026-07-25T13:55:57,,24,random_forest,pm25_roll6h_mean,0.0731287865527869,False
2026-07-25T13:55:57,,24,random_forest,pm25_roll3h_mean,0.0724093066978108,False
2026-07-25T13:55:57,,24,random_forest,pm25_lag2h,0.0585034315937614,False
2026-07-25T13:55:57,,24,random_forest,pm25_lag1h,0.0569200867931345,False
2026-07-25T13:55:57,,24,random_forest,pm10_roll24h_mean,0.0474669742343781,False
2026-07-25T13:55:57,,24,random_forest,pm25_lag3h,0.0406439142278792,False
2026-07-25T13:55:57,,24,random_forest,pm25_lag24h,0.0378673890952114,False
2026-07-25T13:55:57,,24,random_forest,pm25_lag6h,0.0374906994736016,False
2026-07-25T13:55:57,,24,random_forest,Snow depth,0.0286404411931785,True
2026-07-25T13:55:57,,24,random_forest,Dew-point temperature,0.0249084391254041,True
2026-07-25T13:55:57,,24,random_forest,no2_roll24h_mean,0.0217059590367673,False
2026-07-25T13:55:57,,24,random_forest,pm10,0.021611488613013,False
2026-07-25T13:55:57,,24,random_forest,Cloud amount,0.0213075998622695,True
2026-07-25T13:55:57,,24,random_forest,Pressure (msl),0.0204407090795765,True
2026-07-25T13:55:57,,24,random_forest,Wind direction,0.0180785291291351,True
2026-07-25T13:55:57,,24,random_forest,pm10_lag1h,0.0171521070473579,False
2026-07-25T13:55:57,,24,random_forest,pm10_roll6h_mean,0.0157697306987436,False
2026-07-25T13:55:57,,24,random_forest,no2_roll3h_mean,0.0140813545196815,False
2026-07-25T13:55:57,,24,random_forest,Air temperature,0.0139173780161191,True
2026-07-25T13:55:57,,24,random_forest,no2_roll6h_mean,0.0132099507289277,False
2026-07-25T13:55:57,,24,random_forest,pm10_lag2h,0.0121659106431166,False
2026-07-25T13:55:57,,24,random_forest,pm10_roll3h_mean,0.0119564731427571,False
2026-07-25T13:55:57,,24,random_forest,no2_lag1h,0.0116879724844697,False
2026-07-25T13:55:57,,24,random_forest,no2_lag2h,0.009402183140979,False
2026-07-25T13:55:57,,24,random_forest,no2,0.0091031222188501,False
2026-07-25T13:55:57,,24,random_forest,pm10_lag6h,0.0090110706102156,False
2026-07-25T13:55:57,,24,random_forest,Horizontal visibility,0.008754252934255,True
2026-07-25T13:55:57,,24,random_forest,pm10_lag24h,0.0074192786543548,False
2026-07-25T13:55:57,,24,random_forest,dow_sin,0.0069055567602462,False
2026-07-25T13:55:57,,24,random_forest,o3_roll24h_mean,0.0056246466853828,False
2026-07-25T13:55:57,,24,random_forest,no2_lag3h,0.0054958541079866,False
2026-07-25T13:55:57,,24,random_forest,no2_lag6h,0.0052024015338101,False
2026-07-25T13:55:57,,24,random_forest,o3,0.0048038713790801,False
2026-07-25T13:55:57,,24,random_forest,o3_roll6h_mean,0.0047414877525623,False
2026-07-25T13:55:57,,24,random_forest,dow_cos,0.0044203123435321,False
2026-07-25T13:55:57,,24,random_forest,pm10_lag3h,0.0036824336930439,False
2026-07-25T13:55:57,,24,random_forest,o3_roll3h_mean,0.0033985873472773,False
2026-07-25T13:55:57,,24,random_forest,Present weather (auto),0.0033513567408477,True
2026-07-25T13:55:57,,24,random_forest,Gust speed,0.0031541002205461,True
2026-07-25T13:55:57,,24,random_forest,o3_lag3h,0.0030892621443519,False
2026-07-25T13:55:57,,24,random_forest,Relative humidity,0.0028706775824414,True
2026-07-25T13:55:57,,24,random_forest,no2_lag24h,0.0026596861336017,False
2026-07-25T13:55:57,,24,random_forest,o3_lag2h,0.002419757797798,False
2026-07-25T13:55:57,,24,random_forest,o3_lag1h,0.0024090220974995,False
2026-07-25T13:55:57,,24,random_forest,o3_lag24h,0.0021102485667944,False
2026-07-25T13:55:57,,24,random_forest,o3_lag6h,0.0020625204569149,False
2026-07-25T13:55:57,,24,random_forest,Wind speed,0.0015394450804852,True
2026-07-25T13:55:57,,24,random_forest,hour_cos,0.0004718512511529,False
2026-07-25T13:55:57,,24,random_forest,Precipitation intensity,0.0002101669023672,True
2026-07-25T13:55:57,,24,random_forest,hour_sin,0.000206770652256,False
2026-07-25T13:55:57,,24,random_forest,Precipitation amount,0.0,True
2026-07-25T13:55:57,,24,xgboost,pm25_roll24h_mean,0.10143306851387024,False
2026-07-25T13:55:57,,24,xgboost,pm25,0.07812824100255966,False
2026-07-25T13:55:57,,24,xgboost,pm25_lag1h,0.051866963505744934,False
2026-07-25T13:55:57,,24,xgboost,pm25_lag2h,0.05043607950210571,False
2026-07-25T13:55:57,,24,xgboost,pm25_roll3h_mean,0.05025273934006691,False
2026-07-25T13:55:57,,24,xgboost,Cloud amount,0.04235830157995224,True
2026-07-25T13:55:57,,24,xgboost,Snow depth,0.030821064487099648,True
2026-07-25T13:55:57,,24,xgboost,pm25_roll6h_mean,0.029532931745052338,False
2026-07-25T13:55:57,,24,xgboost,o3_roll3h_mean,0.027151333168148994,False
2026-07-25T13:55:57,,24,xgboost,pm25_lag24h,0.026315290480852127,False
2026-07-25T13:55:57,,24,xgboost,Pressure (msl),0.024207061156630516,True
2026-07-25T13:55:57,,24,xgboost,no2_roll3h_mean,0.024173736572265625,False
2026-07-25T13:55:57,,24,xgboost,pm10_roll24h_mean,0.023988420143723488,False
2026-07-25T13:55:57,,24,xgboost,Wind direction,0.02248365245759487,True
2026-07-25T13:55:57,,24,xgboost,dow_sin,0.022031020373106003,False
2026-07-25T13:55:57,,24,xgboost,no2,0.01871618628501892,False
2026-07-25T13:55:57,,24,xgboost,o3_lag1h,0.018679728731513023,False
2026-07-25T13:55:57,,24,xgboost,Relative humidity,0.01776689663529396,True
2026-07-25T13:55:57,,24,xgboost,Dew-point temperature,0.01740485616028309,True
2026-07-25T13:55:57,,24,xgboost,o3_roll24h_mean,0.017291992902755737,False
2026-07-25T13:55:57,,24,xgboost,no2_lag24h,0.017148839309811592,False
2026-07-25T13:55:57,,24,xgboost,Air temperature,0.016631849110126495,True
2026-07-25T13:55:57,,24,xgboost,o3,0.016044005751609802,False
2026-07-25T13:55:57,,24,xgboost,dow_cos,0.014380640350282192,False
2026-07-25T13:55:57,,24,xgboost,no2_lag2h,0.013910898007452488,False
2026-07-25T13:55:57,,24,xgboost,no2_roll6h_mean,0.012621106579899788,False
2026-07-25T13:55:57,,24,xgboost,no2_roll24h_mean,0.01258925162255764,False
2026-07-25T13:55:57,,24,xgboost,pm25_lag3h,0.012502511031925678,False
2026-07-25T13:55:57,,24,xgboost,Gust speed,0.012164936400949955,True
2026-07-25T13:55:57,,24,xgboost,pm10,0.011964863166213036,False
2026-07-25T13:55:57,,24,xgboost,o3_lag24h,0.011677848175168037,False
2026-07-25T13:55:57,,24,xgboost,pm25_lag6h,0.010632027871906757,False
2026-07-25T13:55:57,,24,xgboost,no2_lag3h,0.010469317436218262,False
2026-07-25T13:55:57,,24,xgboost,pm10_lag24h,0.01029887329787016,False
2026-07-25T13:55:57,,24,xgboost,o3_roll6h_mean,0.01009216345846653,False
2026-07-25T13:55:57,,24,xgboost,pm10_lag1h,0.009972606785595417,False
2026-07-25T13:55:57,,24,xgboost,o3_lag2h,0.009745733812451363,False
2026-07-25T13:55:57,,24,xgboost,no2_lag1h,0.00972673948854208,False
2026-07-25T13:55:57,,24,xgboost,pm10_roll6h_mean,0.009385517798364162,False
2026-07-25T13:55:57,,24,xgboost,pm10_lag6h,0.008585152216255665,False
2026-07-25T13:55:57,,24,xgboost,Wind speed,0.008099759928882122,True
2026-07-25T13:55:57,,24,xgboost,Horizontal visibility,0.007959618233144283,True
2026-07-25T13:55:57,,24,xgboost,Present weather (auto),0.007004881277680397,True
2026-07-25T13:55:57,,24,xgboost,pm10_lag2h,0.0062407501973211765,False
2026-07-25T13:55:57,,24,xgboost,pm10_lag3h,0.005419451743364334,False
2026-07-25T13:55:57,,24,xgboost,o3_lag6h,0.0053210072219371796,False
2026-07-25T13:55:57,,24,xgboost,no2_lag6h,0.005265079904347658,False
2026-07-25T13:55:57,,24,xgboost,o3_lag3h,0.0047185407020151615,False
2026-07-25T13:55:57,,24,xgboost,pm10_roll3h_mean,0.004415574017912149,False
2026-07-25T13:55:57,,24,xgboost,hour_cos,0.003279922530055046,False
2026-07-25T13:55:57,,24,xgboost,Precipitation intensity,0.003236222779378295,True
2026-07-25T13:55:57,,24,xgboost,Precipitation amount,0.002788068726658821,True
2026-07-25T13:55:57,,24,xgboost,hour_sin,0.0006667223642580211,False
